timestamp,location-long,location-lat,manually-marked-outlier,individual-taxon-canonical-name,utm-easting,utm-northing
10/30/2007,23.5585512,-19.4076654,,Equus burchellii,768694.7281,7852069.847
10/30/2007,23.7524883,-19.4609838,,Equus burchellii,788979.0744,7845850.588
10/30/2007,24.0582696,-19.7375799,,Equus burchellii,191667.6145,7814882.914
10/30/2007,24.0581603,-19.7375053,,Equus burchellii,191656.0072,7814890.978
10/30/2007,23.5442384,-19.4015603,,Equus burchellii,767200.8253,7852768.183
10/30/2007,23.7704948,-19.4695322,,Equus burchellii,790855.4293,7844873.413
10/30/2007,23.5285767,-19.3997355,,Equus burchellii,765558.1269,7852994.473
10/30/2007,23.7718184,-19.4754206,,Equus burchellii,790983.9442,7844219
10/30/2007,24.0581844,-19.7374682,,Equus burchellii,191658.4636,7814895.132
10/30/2007,23.5389143,-19.4025287,,Equus burchellii,766639.8109,7852669.194
10/30/2007,23.7745478,-19.4773424,,Equus burchellii,791267.2111,7844001.52
10/30/2007,24.0582057,-19.7374599,,Equus burchellii,191660.6817,7814896.09
10/30/2007,23.7911409,-19.4845615,,Equus burchellii,792997.2018,7843173.708
10/30/2007,24.0566382,-19.7383729,,Equus burchellii,191498.0306,7814792.103
10/30/2007,23.5424661,-19.4052919,,Equus burchellii,767008.5031,7852357.701
10/30/2007,23.7950161,-19.4900754,,Equus burchellii,793394.3032,7842556.383
10/30/2007,24.0604943,-19.745473,,Equus burchellii,191916.1166,7814012.643
10/30/2007,23.5501615,-19.4048621,,Equus burchellii,767817.7926,7852393.349
10/30/2007,24.0605456,-19.7454893,,Equus burchellii,191921.5283,7814010.931
10/30/2007,23.8129647,-19.497546,,Equus burchellii,795265.9914,7841698.145
10/30/2007,23.5540893,-19.4084822,,Equus burchellii,768224.5624,7851986.351
10/30/2007,24.0605254,-19.7455293,,Equus burchellii,191919.4866,7814006.463
10/30/2007,23.556227,-19.4083343,,Equus burchellii,768449.4185,7851999.398
10/30/2007,23.8145458,-19.4981314,,Equus burchellii,795430.9938,7841630.583
10/30/2007,23.559635,-19.4084087,,Equus burchellii,768807.3836,7851985.843
10/30/2007,23.8146522,-19.4978095,,Equus burchellii,795442.7543,7841666.052
10/30/2007,24.0603609,-19.7456311,,Equus burchellii,191902.4295,7813994.887
10/30/2007,24.0602342,-19.7462946,,Equus burchellii,191890.4165,7813921.161
10/30/2007,23.5609769,-19.4085426,,Equus burchellii,768948.1603,7851968.92
10/30/2007,23.8117682,-19.4970578,,Equus burchellii,795141.2069,7841754.277
10/30/2007,24.0607126,-19.7478784,,Equus burchellii,191943.6341,7813746.594
10/30/2007,23.570657,-19.4102216,,Equus burchellii,769962.5033,7851767.841
10/30/2007,23.8118333,-19.4970394,,Equus burchellii,795148.0779,7841756.203
10/30/2007,23.7991046,-19.4922125,,Equus burchellii,793819.8809,7842312.683
10/30/2007,23.5876074,-19.4130246,,Equus burchellii,771738.8664,7851430.772
10/30/2007,24.0612597,-19.7474101,,Equus burchellii,192000.113,7813799.463
10/30/2007,23.592373,-19.4146316,,Equus burchellii,772236.9177,7851245.281
10/30/2007,24.0611939,-19.7473974,,Equus burchellii,191993.1877,7813800.75
10/30/2007,23.7964827,-19.4912979,,Equus burchellii,793546.1419,7842418.472
10/30/2007,24.0605897,-19.7475796,,Equus burchellii,191930.1704,7813779.468
10/30/2007,23.7931402,-19.4876443,,Equus burchellii,793201.6496,7842828.852
10/30/2007,23.5965729,-19.4171532,,Equus burchellii,772673.9953,7850959.388
10/30/2007,23.6225902,-19.4253636,,Equus burchellii,775393.7918,7850008.716
10/30/2007,23.7922146,-19.4863949,,Equus burchellii,793106.6787,7842968.813
10/30/2007,24.0613406,-19.7479816,,Equus burchellii,192009.6957,7813736.305
10/30/2007,23.6397756,-19.4316952,,Equus burchellii,777188.6464,7849279.926
10/30/2007,24.0617327,-19.7495709,,Equus burchellii,192053.8716,7813560.971
10/30/2007,23.7930349,-19.4870046,,Equus burchellii,793191.7423,7842899.883
10/30/2007,24.0591696,-19.752517,,Equus burchellii,191790.7272,7813229.967
10/30/2007,23.7933617,-19.487313,,Equus burchellii,793225.5126,7842865.167
10/30/2007,23.6565875,-19.4402362,,Equus burchellii,778940.3584,7848306.862
10/30/2007,23.685009,-19.4472509,,Equus burchellii,781914.1776,7847483.636
10/30/2007,24.0597124,-19.7561811,,Equus burchellii,191854.6994,7812825.082
10/30/2007,23.7938451,-19.4899024,,Equus burchellii,793271.6184,7842577.547
10/30/2007,23.6944854,-19.4470823,,Equus burchellii,782910.0246,7847486.737
10/30/2007,24.0621509,-19.759993,,Equus burchellii,192117.7565,7812407.276
10/30/2007,23.7949162,-19.4921151,,Equus burchellii,793380.1302,7842330.643
10/30/2007,24.062146,-19.7599801,,Equus burchellii,192117.2178,7812408.696
