event-id,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
209276257,2009-05-19 17:00:00.000,9.0256,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501916.59727929847,5295331.0009958735,32N,Central European Time,2009-05-19 19:00:00.000
209276258,2009-05-20 17:00:00.000,9.0236,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.8461578736,5295386.524452457,32N,Central European Time,2009-05-20 19:00:00.000
209276259,2009-05-21 09:00:00.000,9.024,47.81233,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.77545532933,5295442.10476458,32N,Central European Time,2009-05-21 11:00:00.000
209276260,2009-05-21 16:00:00.000,9.0245,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501834.2258838436,5295386.545408374,32N,Central European Time,2009-05-21 18:00:00.000
209276261,2009-05-22 11:00:00.000,9.0241,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.2907696285,5295349.859077654,32N,Central European Time,2009-05-22 13:00:00.000
209276262,2009-05-22 16:00:00.000,9.0248,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501856.69755515666,5295349.875647805,32N,Central European Time,2009-05-22 18:00:00.000
209276263,2009-05-23 09:00:00.000,9.0235,47.81233,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501759.3426335484,5295442.093267648,32N,Central European Time,2009-05-23 11:00:00.000
209276264,2009-05-23 11:00:00.000,9.024,47.812,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.78683864535,5295405.427841202,32N,Central European Time,2009-05-23 13:00:00.000
209276265,2009-05-23 16:00:00.000,9.0245,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501834.23750421917,5295349.868488221,32N,Central European Time,2009-05-23 18:00:00.000
209276266,2009-05-24 09:00:00.000,9.0246,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7358556095,5295313.193947035,32N,Central European Time,2009-05-24 11:00:00.000
209276267,2009-05-24 11:00:00.000,9.0246,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7358556095,5295313.193947035,32N,Central European Time,2009-05-24 13:00:00.000
209276268,2009-05-24 16:00:00.000,9.0233,47.81233,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.3695048323,5295442.088736647,32N,Central European Time,2009-05-24 18:00:00.000
209276269,2009-05-25 09:00:00.000,9.0238,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.83071867976,5295349.852121385,32N,Central European Time,2009-05-25 11:00:00.000
209276270,2009-05-25 11:00:00.000,9.0253,47.811,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501894.14915479394,5295294.316687005,32N,Central European Time,2009-05-25 13:00:00.000
209276271,2009-05-25 16:00:00.000,9.0255,47.811,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501909.1226658038,5295294.321605293,32N,Central European Time,2009-05-25 18:00:00.000
209276272,2009-05-26 06:00:00.000,9.0273,47.81083,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502043.89093510795,5295275.473444127,32N,Central European Time,2009-05-26 08:00:00.000
209276273,2009-05-26 07:00:00.000,9.0276,47.81067,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502066.3576218048,5295257.698670712,32N,Central European Time,2009-05-26 09:00:00.000
209276274,2009-05-26 09:00:00.000,9.024,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.79270275444,5295386.533669381,32N,Central European Time,2009-05-26 11:00:00.000
209276275,2009-05-26 11:00:00.000,9.0236,47.8125,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.8234314856,5295460.989721151,32N,Central European Time,2009-05-26 13:00:00.000
209276276,2009-05-26 13:00:00.000,9.024,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.8040859794,5295349.856749216,32N,Central European Time,2009-05-26 15:00:00.000
209276277,2009-05-27 06:00:00.000,9.0238,47.812,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.8136150735,5295405.42321338,32N,Central European Time,2009-05-27 08:00:00.000
209276278,2009-05-27 07:00:00.000,9.0238,47.81317,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.77359210036,5295535.459587656,32N,Central European Time,2009-05-27 09:00:00.000
209276279,2009-05-27 09:00:00.000,9.0245,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501834.2491245334,5295313.191570187,32N,Central European Time,2009-05-27 11:00:00.000
209276280,2009-05-27 11:00:00.000,9.024,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.79270275444,5295386.533669381,32N,Central European Time,2009-05-27 13:00:00.000
209276281,2009-05-27 13:00:00.000,9.0248,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501856.7036146876,5295330.981477646,32N,Central European Time,2009-05-27 15:00:00.000
209276282,2009-05-27 16:00:00.000,9.0256,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501916.5910242988,5295349.89516602,32N,Central European Time,2009-05-27 18:00:00.000
209276283,2009-05-27 17:00:00.000,9.0258,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501931.57662848104,5295313.22322439,32N,Central European Time,2009-05-27 19:00:00.000
209276284,2009-05-28 05:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-05-28 07:00:00.000
209276285,2009-05-28 06:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-05-28 08:00:00.000
209276286,2009-05-28 07:00:00.000,9.0255,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501909.1105712239,5295330.998522208,32N,Central European Time,2009-05-28 09:00:00.000
209276287,2009-05-28 09:00:00.000,9.0248,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501856.7093177604,5295313.198729778,32N,Central European Time,2009-05-28 11:00:00.000
209276288,2009-05-28 13:00:00.000,9.024,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.79270275444,5295386.533669381,32N,Central European Time,2009-05-28 15:00:00.000
209276289,2009-05-28 16:00:00.000,9.0236,47.814,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.77255062957,5295627.703040936,32N,Central European Time,2009-05-28 18:00:00.000
209276290,2009-05-28 17:00:00.000,9.0235,47.81283,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501759.32574530964,5295497.664367728,32N,Central European Time,2009-05-28 19:00:00.000
209276291,2009-05-29 06:00:00.000,9.0246,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7301985292,5295330.976694907,32N,Central European Time,2009-05-29 08:00:00.000
209276292,2009-05-29 07:00:00.000,9.025,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501871.68277990894,5295313.203551248,32N,Central European Time,2009-05-29 09:00:00.000
209276293,2009-05-29 09:00:00.000,9.0246,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7358556095,5295313.193947035,32N,Central European Time,2009-05-29 11:00:00.000
209276294,2009-05-29 11:00:00.000,9.0246,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7301985292,5295330.976694907,32N,Central European Time,2009-05-29 13:00:00.000
209276295,2009-05-29 13:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-05-29 15:00:00.000
209276296,2009-05-29 16:00:00.000,9.0236,47.81233,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.8291979056,5295442.0955476705,32N,Central European Time,2009-05-29 18:00:00.000
209276297,2009-05-29 17:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-05-29 19:00:00.000
209276298,2009-05-30 05:00:00.000,9.0241,47.81233,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.262019684,5295442.107093012,32N,Central European Time,2009-05-30 07:00:00.000
209276299,2009-05-30 06:00:00.000,9.0236,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.8515850347,5295368.741703017,32N,Central European Time,2009-05-30 08:00:00.000
209276300,2009-05-30 07:00:00.000,9.0258,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501931.57662848104,5295313.22322439,32N,Central European Time,2009-05-30 09:00:00.000
209276301,2009-05-30 09:00:00.000,9.0248,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501856.7093177604,5295313.198729778,32N,Central European Time,2009-05-30 11:00:00.000
209276302,2009-05-30 11:00:00.000,9.0245,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501834.23750421917,5295349.868488221,32N,Central European Time,2009-05-30 13:00:00.000
209276303,2009-05-30 13:00:00.000,9.0248,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501856.7036146876,5295330.981477646,32N,Central European Time,2009-05-30 15:00:00.000
209276304,2009-05-31 07:00:00.000,9.0238,47.81217,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.80779981625,5295424.317385766,32N,Central European Time,2009-05-31 09:00:00.000
209276305,2009-06-01 13:00:00.000,9.0246,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7358556095,5295313.193947035,32N,Central European Time,2009-06-01 15:00:00.000
209276306,2009-06-01 17:00:00.000,9.0246,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7301985292,5295330.976694907,32N,Central European Time,2009-06-01 19:00:00.000
209276307,2009-06-02 07:00:00.000,9.0233,47.81433,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.30252599274,5295664.373166184,32N,Central European Time,2009-06-02 09:00:00.000
209276308,2009-06-02 13:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-06-02 15:00:00.000
209276309,2009-06-02 17:00:00.000,9.0238,47.8125,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.79651133047,5295460.994310239,32N,Central European Time,2009-06-02 19:00:00.000
209276310,2009-06-03 17:00:00.000,9.0235,47.81267,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501759.33114956075,5295479.881615172,32N,Central European Time,2009-06-03 19:00:00.000
209276311,2009-06-04 07:00:00.000,9.0238,47.81267,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.7906960267,5295479.888484279,32N,Central European Time,2009-06-04 09:00:00.000
209276312,2009-06-04 13:00:00.000,9.0238,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.83071867976,5295349.852121385,32N,Central European Time,2009-06-04 15:00:00.000
209276313,2009-06-04 17:00:00.000,9.0253,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501894.13715507346,5295330.993603925,32N,Central European Time,2009-06-04 19:00:00.000
209276314,2009-06-05 06:00:00.000,9.0238,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.824903469,5295368.746292118,32N,Central European Time,2009-06-05 08:00:00.000
209276315,2009-06-05 18:00:00.000,9.0238,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.819430315,5295386.529041556,32N,Central European Time,2009-06-05 20:00:00.000
209276316,2009-06-06 05:00:00.000,9.0241,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.29665812425,5295330.964907486,32N,Central European Time,2009-06-06 07:00:00.000
209276317,2009-06-06 06:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-06-06 08:00:00.000
209276318,2009-06-06 13:00:00.000,9.0231,47.81517,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501729.3020819231,5295757.728157567,32N,Central European Time,2009-06-06 15:00:00.000
209276319,2009-06-06 17:00:00.000,9.0236,47.81217,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.83462511015,5295424.312796673,32N,Central European Time,2009-06-06 19:00:00.000
209276320,2009-06-06 18:00:00.000,9.0231,47.81417,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501729.3352845916,5295646.58591671,32N,Central European Time,2009-06-06 20:00:00.000
209276321,2009-06-07 17:00:00.000,9.0228,47.815,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501706.84918462817,5295738.827309508,32N,Central European Time,2009-06-07 19:00:00.000
209276322,2009-06-07 18:00:00.000,9.0246,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7358556095,5295313.193947035,32N,Central European Time,2009-06-07 20:00:00.000
209276323,2009-06-08 05:00:00.000,9.0238,47.8125,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.79651133047,5295460.994310239,32N,Central European Time,2009-06-08 07:00:00.000
209276324,2009-06-08 06:00:00.000,9.0236,47.81217,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.83462511015,5295424.312796673,32N,Central European Time,2009-06-08 08:00:00.000
209276325,2009-06-08 17:00:00.000,9.0236,47.81417,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.76678405557,5295646.597219939,32N,Central European Time,2009-06-08 19:00:00.000
209276326,2009-06-08 18:00:00.000,9.0233,47.8145,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.2968326926,5295683.267346284,32N,Central European Time,2009-06-08 20:00:00.000
209276327,2009-06-09 06:00:00.000,9.0255,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501909.1105712239,5295330.998522208,32N,Central European Time,2009-06-09 08:00:00.000
209276328,2009-06-09 13:00:00.000,9.0243,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501819.2641369249,5295349.863763574,32N,Central European Time,2009-06-09 15:00:00.000
209276329,2009-06-09 17:00:00.000,9.0236,47.813,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.8064713359,5295516.560822882,32N,Central European Time,2009-06-09 19:00:00.000
209276330,2009-06-09 18:00:00.000,9.0233,47.81417,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.30788437877,5295646.590408958,32N,Central European Time,2009-06-09 20:00:00.000
209276331,2009-06-10 13:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-06-10 15:00:00.000
209276332,2009-06-10 16:00:00.000,9.0233,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.39160737925,5295368.734891976,32N,Central European Time,2009-06-10 18:00:00.000
209276333,2009-06-10 18:00:00.000,9.024,47.81267,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7637270015,5295479.893112091,32N,Central European Time,2009-06-10 20:00:00.000
209276334,2009-06-11 13:00:00.000,9.024,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.79270275444,5295386.533669381,32N,Central European Time,2009-06-11 15:00:00.000
209276335,2009-06-11 16:00:00.000,9.0241,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.2793389734,5295386.535997817,32N,Central European Time,2009-06-11 18:00:00.000
209276336,2009-06-11 17:00:00.000,9.0238,47.8125,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.79651133047,5295460.994310239,32N,Central European Time,2009-06-11 19:00:00.000
209276337,2009-06-11 18:00:00.000,9.0241,47.814,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.2041722537,5295627.71458621,32N,Central European Time,2009-06-11 20:00:00.000
209276338,2009-06-12 05:00:00.000,9.0243,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501819.2641369249,5295349.863763574,32N,Central European Time,2009-06-12 07:00:00.000
209276339,2009-06-12 13:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-06-12 15:00:00.000
209276340,2009-06-12 16:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-06-12 18:00:00.000
209276341,2009-06-12 17:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-06-12 19:00:00.000
209276342,2009-06-12 18:00:00.000,9.0238,47.81233,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.80232661846,5295442.1001367625,32N,Central European Time,2009-06-12 20:00:00.000
209276343,2009-06-13 05:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-06-13 07:00:00.000
209276344,2009-06-13 06:00:00.000,9.024,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.79270275444,5295386.533669381,32N,Central European Time,2009-06-13 08:00:00.000
209276345,2009-06-14 06:00:00.000,9.0236,47.81267,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501766.8176650499,5295479.883895193,32N,Central European Time,2009-06-14 08:00:00.000
209276346,2009-06-14 16:00:00.000,9.0245,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501834.2434904493,5295330.974318059,32N,Central European Time,2009-06-14 18:00:00.000
209276347,2009-06-15 13:00:00.000,9.024,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501796.7982219013,5295368.750919946,32N,Central European Time,2009-06-15 15:00:00.000
209276348,2009-06-15 17:00:00.000,9.0233,47.81517,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.2743942412,5295757.7326497985,32N,Central European Time,2009-06-15 19:00:00.000
209276349,2009-06-16 07:00:00.000,9.0235,47.81317,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501759.3142612302,5295535.4527185615,32N,Central European Time,2009-06-16 09:00:00.000
209276350,2009-06-16 13:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-06-16 15:00:00.000
209276351,2009-06-16 17:00:00.000,9.0238,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.824903469,5295368.746292118,32N,Central European Time,2009-06-16 19:00:00.000
209276352,2009-06-17 07:00:00.000,9.0251,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501879.157606089,5295349.882894523,32N,Central European Time,2009-06-17 09:00:00.000
209276353,2009-06-17 13:00:00.000,9.0258,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501931.5706954455,5295331.005972246,32N,Central European Time,2009-06-17 15:00:00.000
209276354,2009-06-17 17:00:00.000,9.0238,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501781.819430315,5295386.529041556,32N,Central European Time,2009-06-17 19:00:00.000
209276355,2009-06-18 17:00:00.000,9.023,47.81517,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501721.81592576334,5295757.725925974,32N,Central European Time,2009-06-18 19:00:00.000
209276356,2009-06-20 05:00:00.000,9.0246,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7301985292,5295330.976694907,32N,Central European Time,2009-06-20 07:00:00.000
209276357,2009-06-20 06:00:00.000,9.0246,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501841.7358556095,5295313.193947035,32N,Central European Time,2009-06-20 08:00:00.000
209276358,2009-06-20 11:00:00.000,9.0251,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501879.1637389207,5295330.988724369,32N,Central European Time,2009-06-20 13:00:00.000
209276359,2009-06-20 13:00:00.000,9.0248,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501856.7036146876,5295330.981477646,32N,Central European Time,2009-06-20 15:00:00.000
209276360,2009-06-20 16:00:00.000,9.0231,47.81417,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501729.3352845916,5295646.58591671,32N,Central European Time,2009-06-20 18:00:00.000
209276361,2009-06-20 17:00:00.000,9.0253,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501894.13715507346,5295330.993603925,32N,Central European Time,2009-06-20 19:00:00.000
209276362,2009-06-20 18:00:00.000,9.0253,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501894.13715507346,5295330.993603925,32N,Central European Time,2009-06-20 20:00:00.000
209276363,2009-06-21 05:00:00.000,9.0285,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502133.7183671367,5295313.294195836,32N,Central European Time,2009-06-21 07:00:00.000
209276364,2009-06-21 06:00:00.000,9.0285,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502133.71181320207,5295331.076943654,32N,Central European Time,2009-06-21 08:00:00.000
209276365,2009-06-21 11:00:00.000,9.028,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502096.25815107464,5295386.634358474,32N,Central European Time,2009-06-21 13:00:00.000
209276366,2009-06-21 13:00:00.000,9.028,47.81183,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502096.25815107464,5295386.634358474,32N,Central European Time,2009-06-21 15:00:00.000
209276367,2009-06-21 16:00:00.000,9.0281,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502103.7512492718,5295368.854324794,32N,Central European Time,2009-06-21 18:00:00.000
209276368,2009-06-21 17:00:00.000,9.0281,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502103.7512492718,5295368.854324794,32N,Central European Time,2009-06-21 19:00:00.000
209276369,2009-06-21 18:00:00.000,9.0233,47.81517,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.2743942412,5295757.7326497985,32N,Central European Time,2009-06-21 20:00:00.000
209276370,2009-06-21 23:00:00.000,9.0253,47.8115,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501894.1309733746,5295349.887774077,32N,Central European Time,2009-06-22 01:00:00.000
209276371,2009-06-22 05:00:00.000,9.028,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502096.2645900795,5295368.851609092,32N,Central European Time,2009-06-22 07:00:00.000
209276372,2009-06-22 06:00:00.000,9.028,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),502096.2645900795,5295368.851609092,32N,Central European Time,2009-06-22 08:00:00.000
209276373,2009-06-22 11:00:00.000,9.0251,47.81133,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501879.1637389207,5295330.988724369,32N,Central European Time,2009-06-22 13:00:00.000
209276374,2009-06-22 13:00:00.000,9.0256,47.81117,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501916.6031663415,5295313.218248015,32N,Central European Time,2009-06-22 15:00:00.000
209276375,2009-06-22 16:00:00.000,9.0255,47.812,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501909.08601536526,5295405.463784284,32N,Central European Time,2009-06-22 18:00:00.000
209276376,2009-06-22 17:00:00.000,9.0233,47.8145,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.2968326926,5295683.267346284,32N,Central European Time,2009-06-22 19:00:00.000
209276377,2009-06-22 18:00:00.000,9.0233,47.8145,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501744.2968326926,5295683.267346284,32N,Central European Time,2009-06-22 20:00:00.000
209276378,2009-06-23 05:00:00.000,9.0241,47.81167,gps,Anas platyrhynchos,41725,41725A,Navigation and migration in European mallards (van Toor et al. 2013),501804.28488111676,5295368.753248381,32N,Central European Time,2009-06-23 07:00:00.000
