event-id,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
209282077,2009-05-03 14:00:00.000,9.1386,47.67883,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510402.94327591057,5280613.819427703,32N,Central European Time,2009-05-03 16:00:00.000
209282078,2009-05-04 04:00:00.000,9.1493,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6962919506,5279244.961974245,32N,Central European Time,2009-05-04 06:00:00.000
209282079,2009-05-04 07:00:00.000,9.1495,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511223.6748436552,5279263.884602177,32N,Central European Time,2009-05-04 09:00:00.000
209282080,2009-05-04 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-04 13:00:00.000
209282081,2009-05-04 14:00:00.000,9.1491,47.667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.57439624076,5279300.502734678,32N,Central European Time,2009-05-04 16:00:00.000
209282082,2009-05-05 07:00:00.000,9.1486,47.667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.03726648237,5279300.430644571,32N,Central European Time,2009-05-05 09:00:00.000
209282083,2009-05-05 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-05 13:00:00.000
209282084,2009-05-05 14:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-05 16:00:00.000
209282085,2009-05-06 04:00:00.000,9.149,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511186.1032921617,5279281.594610859,32N,Central European Time,2009-05-06 06:00:00.000
209282086,2009-05-06 07:00:00.000,9.1488,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.15880373615,5279244.889787158,32N,Central European Time,2009-05-06 09:00:00.000
209282087,2009-05-06 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-06 13:00:00.000
209282088,2009-05-06 14:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-06 16:00:00.000
209282089,2009-05-07 04:00:00.000,9.1491,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.61074248457,5279281.60904826,32N,Central European Time,2009-05-07 06:00:00.000
209282090,2009-05-07 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-07 09:00:00.000
209282091,2009-05-07 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-07 13:00:00.000
209282092,2009-05-07 14:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-07 16:00:00.000
209282093,2009-05-08 04:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-08 06:00:00.000
209282094,2009-05-08 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-08 09:00:00.000
209282095,2009-05-08 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-08 13:00:00.000
209282096,2009-05-08 14:00:00.000,9.1386,47.67883,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510402.94327591057,5280613.819427703,32N,Central European Time,2009-05-08 16:00:00.000
209282097,2009-05-09 04:00:00.000,9.1386,47.67883,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510402.94327591057,5280613.819427703,32N,Central European Time,2009-05-09 06:00:00.000
209282098,2009-05-09 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-09 09:00:00.000
209282099,2009-05-09 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-09 13:00:00.000
209282100,2009-05-09 14:00:00.000,9.1385,47.67883,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510395.4375461766,5280613.806007881,32N,Central European Time,2009-05-09 16:00:00.000
209282101,2009-05-10 04:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-10 06:00:00.000
209282102,2009-05-10 07:00:00.000,9.1493,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6256431205,5279281.637952123,32N,Central European Time,2009-05-10 09:00:00.000
209282103,2009-05-10 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-10 13:00:00.000
209282104,2009-05-10 14:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-10 16:00:00.000
209282105,2009-05-11 04:00:00.000,9.1495,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511223.6748436552,5279263.884602177,32N,Central European Time,2009-05-11 06:00:00.000
209282106,2009-05-11 07:00:00.000,9.1491,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.61074248457,5279281.60904826,32N,Central European Time,2009-05-11 09:00:00.000
209282107,2009-05-11 11:00:00.000,9.1488,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.15880373615,5279244.889787158,32N,Central European Time,2009-05-11 13:00:00.000
209282108,2009-05-11 14:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-11 16:00:00.000
209282109,2009-05-12 04:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-12 06:00:00.000
209282110,2009-05-12 07:00:00.000,9.1493,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6256431205,5279281.637952123,32N,Central European Time,2009-05-12 09:00:00.000
209282111,2009-05-12 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-12 13:00:00.000
209282112,2009-05-12 14:00:00.000,9.1385,47.67867,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510395.4693284687,5280596.023677189,32N,Central European Time,2009-05-12 16:00:00.000
209282113,2009-05-13 04:00:00.000,9.1488,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.12253081636,5279263.783472507,32N,Central European Time,2009-05-13 06:00:00.000
209282114,2009-05-13 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-13 09:00:00.000
209282115,2009-05-13 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-13 13:00:00.000
209282116,2009-05-13 14:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-13 16:00:00.000
209282117,2009-05-14 04:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-14 06:00:00.000
209282118,2009-05-14 07:00:00.000,9.1495,47.667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511223.60409999127,5279300.560581118,32N,Central European Time,2009-05-14 09:00:00.000
209282119,2009-05-14 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-14 13:00:00.000
209282120,2009-05-14 14:00:00.000,9.1493,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6256431205,5279281.637952123,32N,Central European Time,2009-05-14 16:00:00.000
209282121,2009-05-15 04:00:00.000,9.8551,47.9045,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),563904.0124578023,5306039.742266664,32N,Central European Time,2009-05-15 06:00:00.000
209282122,2009-05-15 07:00:00.000,9.1491,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.61074248457,5279281.60904826,32N,Central European Time,2009-05-15 09:00:00.000
209282123,2009-05-15 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-15 13:00:00.000
209282124,2009-05-15 14:00:00.000,9.1386,47.67867,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510402.97508115025,5280596.037097019,32N,Central European Time,2009-05-15 16:00:00.000
209282125,2009-05-16 04:00:00.000,9.149,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511186.13747735723,5279263.812318267,32N,Central European Time,2009-05-16 06:00:00.000
209282126,2009-05-16 07:00:00.000,9.1488,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.12253081636,5279263.783472507,32N,Central European Time,2009-05-16 09:00:00.000
209282127,2009-05-16 14:00:00.000,9.1385,47.67883,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510395.4375461766,5280613.806007881,32N,Central European Time,2009-05-16 16:00:00.000
209282128,2009-05-17 04:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-17 06:00:00.000
209282129,2009-05-17 14:00:00.000,9.1493,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6256431205,5279281.637952123,32N,Central European Time,2009-05-17 16:00:00.000
209282130,2009-05-18 04:00:00.000,9.149,47.667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511186.06697029516,5279300.488297285,32N,Central European Time,2009-05-18 06:00:00.000
209282131,2009-05-18 07:00:00.000,9.148,47.667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511110.99271066947,5279300.344456091,32N,Central European Time,2009-05-18 09:00:00.000
209282132,2009-05-18 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-18 13:00:00.000
209282133,2009-05-18 14:00:00.000,9.1485,47.66733,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.4595696883,5279337.092236819,32N,Central European Time,2009-05-18 16:00:00.000
209282134,2009-05-19 04:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-19 06:00:00.000
209282135,2009-05-19 07:00:00.000,9.1473,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511058.4766362014,5279281.350657032,32N,Central European Time,2009-05-19 09:00:00.000
209282136,2009-05-19 11:00:00.000,9.1488,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.1950765568,5279225.996102372,32N,Central European Time,2009-05-19 13:00:00.000
209282137,2009-05-19 14:00:00.000,9.149,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511186.21012060577,5279226.024948163,32N,Central European Time,2009-05-19 16:00:00.000
209282138,2009-05-20 04:00:00.000,9.1485,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.67251045996,5279225.952906332,32N,Central European Time,2009-05-20 06:00:00.000
209282139,2009-05-20 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-20 09:00:00.000
209282140,2009-05-20 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-20 13:00:00.000
209282141,2009-05-20 14:00:00.000,9.1488,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.1950765568,5279225.996102372,32N,Central European Time,2009-05-20 16:00:00.000
209282142,2009-05-21 04:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-21 06:00:00.000
209282143,2009-05-21 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-21 09:00:00.000
209282144,2009-05-21 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-21 13:00:00.000
209282145,2009-05-21 14:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-21 16:00:00.000
209282146,2009-05-22 04:00:00.000,9.1488,47.667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.052118395,5279300.459451554,32N,Central European Time,2009-05-22 06:00:00.000
209282147,2009-05-22 07:00:00.000,9.147,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511035.9880113888,5279263.525604208,32N,Central European Time,2009-05-22 09:00:00.000
209282148,2009-05-22 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-22 13:00:00.000
209282149,2009-05-22 14:00:00.000,9.1385,47.67883,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510395.4375461766,5280613.806007881,32N,Central European Time,2009-05-22 16:00:00.000
209282150,2009-05-23 07:00:00.000,9.1496,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511231.2187848416,5279245.005402732,32N,Central European Time,2009-05-23 09:00:00.000
209282151,2009-05-23 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-23 13:00:00.000
209282152,2009-05-23 14:00:00.000,9.1493,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6256431205,5279281.637952123,32N,Central European Time,2009-05-23 16:00:00.000
209282153,2009-05-24 04:00:00.000,9.1493,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6962919506,5279244.961974245,32N,Central European Time,2009-05-24 06:00:00.000
209282154,2009-05-24 07:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-24 09:00:00.000
209282155,2009-05-24 11:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-24 13:00:00.000
209282156,2009-05-24 14:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-24 16:00:00.000
209282157,2009-05-25 04:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-25 06:00:00.000
209282158,2009-05-25 07:00:00.000,9.1478,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511096.0138880475,5279281.422117568,32N,Central European Time,2009-05-25 09:00:00.000
209282159,2009-05-25 11:00:00.000,9.1493,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.6598971455,5279263.855659554,32N,Central European Time,2009-05-25 13:00:00.000
209282160,2009-05-25 14:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-25 16:00:00.000
209282161,2009-05-26 07:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-26 09:00:00.000
209282162,2009-05-26 14:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-05-26 16:00:00.000
209282163,2009-05-27 04:00:00.000,9.1486,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.18003249535,5279225.967295326,32N,Central European Time,2009-05-27 06:00:00.000
209282164,2009-05-27 07:00:00.000,9.1486,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.2141256442,5279208.1850042585,32N,Central European Time,2009-05-27 09:00:00.000
209282165,2009-05-27 11:00:00.000,9.1486,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.2141256442,5279208.1850042585,32N,Central European Time,2009-05-27 13:00:00.000
209282166,2009-05-27 14:00:00.000,9.1485,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.67251045996,5279225.952906332,32N,Central European Time,2009-05-27 16:00:00.000
209282167,2009-05-28 04:00:00.000,9.1461,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510968.4563660396,5279244.504161388,32N,Central European Time,2009-05-28 06:00:00.000
209282168,2009-05-28 07:00:00.000,9.1486,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.2141256442,5279208.1850042585,32N,Central European Time,2009-05-28 09:00:00.000
209282169,2009-05-28 11:00:00.000,9.1483,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.6914906996,5279208.141866316,32N,Central European Time,2009-05-28 13:00:00.000
209282170,2009-05-29 04:00:00.000,9.1493,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.76694040594,5279208.285998481,32N,Central European Time,2009-05-29 06:00:00.000
209282171,2009-05-29 11:00:00.000,9.1485,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.7065806658,5279208.170615258,32N,Central European Time,2009-05-29 13:00:00.000
209282172,2009-05-29 14:00:00.000,9.1486,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.18003249535,5279225.967295326,32N,Central European Time,2009-05-29 16:00:00.000
209282173,2009-05-30 07:00:00.000,9.1488,47.66917,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511170.5890940782,5279541.631851385,32N,Central European Time,2009-05-30 09:00:00.000
209282174,2009-05-30 11:00:00.000,9.1486,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.18003249535,5279225.967295326,32N,Central European Time,2009-05-30 13:00:00.000
209282175,2009-05-30 14:00:00.000,9.1485,47.666,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.7427801635,5279189.276931538,32N,Central European Time,2009-05-30 16:00:00.000
209282176,2009-05-31 04:00:00.000,9.1488,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.1950765568,5279225.996102372,32N,Central European Time,2009-05-31 06:00:00.000
209282177,2009-05-31 07:00:00.000,9.1483,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.6914906996,5279208.141866316,32N,Central European Time,2009-05-31 09:00:00.000
209282178,2009-05-31 11:00:00.000,9.1493,47.6655,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511208.91037702607,5279133.822660272,32N,Central European Time,2009-05-31 13:00:00.000
209282179,2009-05-31 14:00:00.000,9.1481,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511118.67640072084,5279208.113156118,32N,Central European Time,2009-05-31 16:00:00.000
209282180,2009-06-01 04:00:00.000,9.1485,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.6363107703,5279244.846591143,32N,Central European Time,2009-06-01 06:00:00.000
209282181,2009-06-01 07:00:00.000,9.1483,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.6914906996,5279208.141866316,32N,Central European Time,2009-06-01 09:00:00.000
209282182,2009-06-01 11:00:00.000,9.1483,47.666,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.72764144355,5279189.248182581,32N,Central European Time,2009-06-01 13:00:00.000
209282183,2009-06-01 14:00:00.000,9.1483,47.666,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.72764144355,5279189.248182581,32N,Central European Time,2009-06-01 16:00:00.000
209282184,2009-06-02 04:00:00.000,9.1431,47.66483,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510743.574105963,5279058.481321975,32N,Central European Time,2009-06-02 06:00:00.000
209282185,2009-06-02 07:00:00.000,9.1481,47.666,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511118.71250271105,5279189.219472368,32N,Central European Time,2009-06-02 09:00:00.000
209282186,2009-06-02 11:00:00.000,9.1483,47.6665,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.62131544406,5279244.81784223,32N,Central European Time,2009-06-02 13:00:00.000
209282187,2009-06-03 04:00:00.000,9.149,47.666,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511186.2806269085,5279189.348973446,32N,Central European Time,2009-06-03 06:00:00.000
209282188,2009-06-03 07:00:00.000,9.1486,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.18003249535,5279225.967295326,32N,Central European Time,2009-06-03 09:00:00.000
209282189,2009-06-03 11:00:00.000,9.1486,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511156.2141256442,5279208.1850042585,32N,Central European Time,2009-06-03 13:00:00.000
209282190,2009-06-03 14:00:00.000,9.1495,47.66933,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511223.1045961704,5279559.515280582,32N,Central European Time,2009-06-03 16:00:00.000
209282191,2009-06-04 04:00:00.000,9.1485,47.66633,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.67251045996,5279225.952906332,32N,Central European Time,2009-06-04 06:00:00.000
209282192,2009-06-04 11:00:00.000,9.1483,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511133.6914906996,5279208.141866316,32N,Central European Time,2009-06-04 13:00:00.000
209282193,2009-06-05 04:00:00.000,9.1453,47.66583,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510908.5359785057,5279169.92791425,32N,Central European Time,2009-06-05 06:00:00.000
209282194,2009-06-05 11:00:00.000,9.1485,47.66617,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511148.7065806658,5279208.170615258,32N,Central European Time,2009-06-05 13:00:00.000
209282195,2009-06-06 04:00:00.000,9.1488,47.66567,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511171.3358995094,5279152.644154997,32N,Central European Time,2009-06-06 06:00:00.000
209282196,2009-06-07 04:00:00.000,9.1491,47.66667,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.6449506233,5279263.826755676,32N,Central European Time,2009-06-07 06:00:00.000
209282197,2009-06-07 14:00:00.000,9.1386,47.6785,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),510403.0088741278,5280577.143371213,32N,Central European Time,2009-06-07 16:00:00.000
209282198,2009-06-08 04:00:00.000,9.1491,47.66683,gps,Anas platyrhynchos,87913,87913A,Navigation and migration in European mallards (van Toor et al. 2013),511193.61074248457,5279281.60904826,32N,Central European Time,2009-06-08 06:00:00.000
